_id,name,category,price,pic,description
ObjectId("5eb4a52b8c261c69a007d639"),Poudre d amandes,almond-meal,27,https://static.openfoodfacts.org/images/products/871/854/699/7105/front_en.4.400.jpg,"{"rating":2.02,"quantity":"200 g","energy-kcal_100g":595,"energy_100g":2489,"fat_100g":50,"saturated-fat_100g":3.8}"
ObjectId("5eb4a52b8c261c69a007d807"),Riz long etuve,long-grain-rices,28,https://static.openfoodfacts.org/images/products/871/730/670/0276/front_fr.4.400.jpg,"{"rating":0.98,"quantity":"500g","energy-kcal_100g":347,"energy_100g":1452,"fat_100g":0.9,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d808"),Basmati pirinač,long-grain-rices,19,https://static.openfoodfacts.org/images/products/890/104/701/2167/front_sr.6.400.jpg,"{"rating":2.97,"quantity":"1 kg","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d809"),TESCO Organic Easy cook long grain rice,long-grain-rices,10,https://static.openfoodfacts.org/images/products/500/043/644/1557/front_fr.5.400.jpg,"{"rating":2.79,"quantity":"500g","energy-kcal_100g":353,"energy_100g":1477,"fat_100g":0.9,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d80a"),Riz long brun,long-grain-rices,27,https://static.openfoodfacts.org/images/products/222/000/000/0000/front_en.16.400.jpg,"{"rating":1.33,"quantity":"500g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d80b"),Riz long grain,long-grain-rices,23,https://static.openfoodfacts.org/images/products/303/835/900/1741/front_fr.23.400.jpg,"{"rating":0.58,"quantity":"1,4 kg","energy-kcal_100g":160,"energy_100g":669,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d80c"),Ryż biały długoziarnisty basmati,long-grain-rices,39,https://static.openfoodfacts.org/images/products/20983758/front_pl.4.400.jpg,"{"rating":3.72,"quantity":"400 g (4 x 100 g)","energy-kcal_100g":350,"energy_100g":1484,"fat_100g":1.1,"saturated-fat_100g":0.7}"
ObjectId("5eb4a52b8c261c69a007d80d"),Dired lotus seeds,lotus-seeds,5,https://static.openfoodfacts.org/images/products/893/467/401/2415/front_en.6.400.jpg,"{"rating":4.13,"quantity":"200 g","energy-kcal_100g":370,"energy_100g":774,"fat_100g":4,"saturated-fat_100g":2}"
ObjectId("5eb4a52b8c261c69a007d80e"),Duo de Riz, Quinoa & Graines de Lin,meal-kits,49,https://static.openfoodfacts.org/images/products/501/003/400/6683/front_fr.4.400.jpg,"{"rating":0.92,"quantity":"240 g","energy-kcal_100g":165,"energy_100g":690,"fat_100g":3,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d80f"),Mexican Style Brown Rice,meal-kits,19,https://static.openfoodfacts.org/images/products/931/001/203/7323/front_en.7.400.jpg,"{"rating":0.06,"quantity":"250 g","energy-kcal_100g":0,"energy_100g":701,"fat_100g":2.5,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d810"),Millet flakes,millet,10,https://static.openfoodfacts.org/images/products/327/312/001/9963/front_en.4.400.jpg,"{"rating":3.08,"quantity":"350 g","energy-kcal_100g":355,"energy_100g":1485,"fat_100g":4.2,"saturated-fat_100g":0.7}"
ObjectId("5eb4a52b8c261c69a007d811"),Flocons de millet,millet,15,https://static.openfoodfacts.org/images/products/338/039/006/5405/front_fr.13.400.jpg,"{"rating":4.26,"quantity":"500 g","energy-kcal_100g":355,"energy_100g":1499,"fat_100g":4.2,"saturated-fat_100g":0.7}"
ObjectId("5eb4a52b8c261c69a007d812"),Millet,millet,20,https://static.openfoodfacts.org/images/products/541/178/803/3862/front_en.7.400.jpg,"{"rating":2.85,"quantity":"500 g","energy-kcal_100g":349,"energy_100g":1460,"fat_100g":3.8,"saturated-fat_100g":1}"
ObjectId("5eb4a52b8c261c69a007d813"),Mijo,millet,28,https://static.openfoodfacts.org/images/products/842/663/300/0118/front_es.5.400.jpg,"{"rating":1.86,"quantity":"500 g","energy-kcal_100g":357,"energy_100g":1494,"fat_100g":3.9,"saturated-fat_100g":0.9}"
ObjectId("5eb4a52b8c261c69a007d814"),Hirse,millet,27,https://static.openfoodfacts.org/images/products/410/442/021/6464/front_de.3.400.jpg,"{"rating":1.67,"quantity":"800 g","energy-kcal_100g":363,"energy_100g":1519,"fat_100g":3.9,"saturated-fat_100g":0.9}"
ObjectId("5eb4a52b8c261c69a007d815"),Hirse Ganzes Korn,millet,48,https://static.openfoodfacts.org/images/products/402/185/150/1030/front_de.4.400.jpg,"{"rating":1.36,"quantity":"1 kg","energy-kcal_100g":363,"energy_100g":1519,"fat_100g":3.9,"saturated-fat_100g":0.9}"
ObjectId("5eb4a52b8c261c69a007d816"),Riz long grain,mixed-rices,36,https://static.openfoodfacts.org/images/products/303/835/900/1741/front_fr.23.400.jpg,"{"rating":1.25,"quantity":"1 kg","energy-kcal_100g":349,"energy_100g":1460,"fat_100g":0.7,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d817"),Riz 3 Variétés,mixed-rices,40,https://static.openfoodfacts.org/images/products/326/385/062/1710/front_fr.47.400.jpg,"{"rating":1.35,"quantity":"500 g","energy-kcal_100g":0,"energy_100g":1533,"fat_100g":1,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d818"),Mezcla de arroces Especial ensaladas y guarnición,mixed-rices,16,https://static.openfoodfacts.org/images/products/848/000/005/0168/front_es.7.400.jpg,"{"rating":1.13,"quantity":"1 Kg","energy-kcal_100g":343,"energy_100g":1435,"fat_100g":0.89999997615814,"saturated-fat_100g":0.30000001192093}"
ObjectId("5eb4a52b8c261c69a007d819"),Natur- und Wildreis,mixed-rices,26,https://static.openfoodfacts.org/images/products/400/623/764/0398/front_de.16.400.jpg,"{"rating":3.47,"quantity":"500 g","energy-kcal_100g":344,"energy_100g":1456,"fat_100g":2.3,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d81a"),Reis Mix Rot,mixed-rices,45,https://static.openfoodfacts.org/images/products/200/000/002/0881/front_de.7.400.jpg,"{"rating":3.46,"quantity":"450g","energy-kcal_100g":0,"energy_100g":1424,"fat_100g":1.5,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d81b"),Reis Mix Lila,mixed-rices,17,https://static.openfoodfacts.org/images/products/200/000/002/0883/front_de.6.400.jpg,"{"rating":1.6,"quantity":"450g","energy-kcal_100g":0,"energy_100g":1465,"fat_100g":1.9,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d81c"),Reis Mix Lila,mixed-rices,32,https://static.openfoodfacts.org/images/products/200/000/002/0883/front_de.6.400.jpg,"{"rating":0.16,"quantity":"450g","energy-kcal_100g":0,"energy_100g":1465,"fat_100g":1.9,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d81d"),Bio Muesli Cereals and seeds,mueslis,18,https://static.openfoodfacts.org/images/products/20979485/front_fr.4.400.jpg,"{"rating":0.06,"quantity":"500 g","energy-kcal_100g":368,"energy_100g":1540,"fat_100g":7,"saturated-fat_100g":1.7}"
ObjectId("5eb4a52b8c261c69a007d81e"),Granola chunky baked nuts & seeds,mueslis,43,https://static.openfoodfacts.org/images/products/871/039/850/7990/front_fr.23.400.jpg,"{"rating":1.33,"quantity":"450 g","energy-kcal_100g":429,"energy_100g":1795,"fat_100g":11,"saturated-fat_100g":1.5}"
ObjectId("5eb4a52b8c261c69a007d81f"),Raw Granola Nuts & Seeds,mueslis,33,https://static.openfoodfacts.org/images/products/543/000/099/2046/front_fr.4.400.jpg,"{"rating":3.33,"quantity":"350 g","energy-kcal_100g":511,"energy_100g":2138,"fat_100g":37.3,"saturated-fat_100g":6.4}"
ObjectId("5eb4a52b8c261c69a007d820"),3 Seed & Oat Granola,mueslis,9,https://static.openfoodfacts.org/images/products/00912754/front_en.3.400.jpg,"{"rating":1.25,"quantity":"500 g e","energy-kcal_100g":463,"energy_100g":1937,"fat_100g":20,"saturated-fat_100g":2.5}"
ObjectId("5eb4a52b8c261c69a007d821"),Organic muesli with chia and seeds,mueslis,26,https://static.openfoodfacts.org/images/products/590/639/514/7823/front_fr.3.400.jpg,"{"rating":1.95,"quantity":"300 g","energy-kcal_100g":328,"energy_100g":1372,"fat_100g":4,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d822"),Muesli with fruits, nuts & seeds,mueslis,49,https://static.openfoodfacts.org/images/products/505/100/710/8492/front_pl.4.400.jpg,"{"rating":4.64,"quantity":"1 kg","energy-kcal_100g":372,"energy_100g":1556,"fat_100g":10.2,"saturated-fat_100g":2.7}"
ObjectId("5eb4a52b8c261c69a007d823"),No added sugar Crunchy Müsli, Apricot&Pumpkin seeds,mueslis-with-fruits,46,https://static.openfoodfacts.org/images/products/505/382/718/3468/front_de.3.400.jpg,"{"rating":0.46,"quantity":"400 g","energy-kcal_100g":431,"energy_100g":1803,"fat_100g":15,"saturated-fat_100g":2.1}"
ObjectId("5eb4a52b8c261c69a007d824"),Kellog,mueslis-with-fruits,10,https://static.openfoodfacts.org/images/products/505/382/718/8845/front_fr.4.400.jpg,"{"rating":2.26,"quantity":"570 g","energy-kcal_100g":431,"energy_100g":1803,"fat_100g":15,"saturated-fat_100g":2.1}"
ObjectId("5eb4a52b8c261c69a007d825"),Fruit and Fibre Muesli,mueslis-with-fruits,47,https://static.openfoodfacts.org/images/products/00819039/front_fr.24.400.jpg,"{"rating":1.9,"quantity":"700 g","energy-kcal_100g":380,"energy_100g":1590,"fat_100g":10.4,"saturated-fat_100g":4.9}"
ObjectId("5eb4a52b8c261c69a007d826"),Super Seeds muesli con cereali integrali,mueslis-with-fruits,46,https://static.openfoodfacts.org/images/products/803/405/578/0275/front_it.3.400.jpg,"{"rating":1.61,"quantity":"400 g","energy-kcal_100g":445,"energy_100g":1862,"fat_100g":19.1,"saturated-fat_100g":2.2}"
ObjectId("5eb4a52b8c261c69a007d827"),365 everyday value, seed bread,multi-seed-bread,16,https://static.openfoodfacts.org/images/products/009/948/245/5927/front_en.4.400.jpg,"{"rating":0.37,"quantity":"567 gr","energy-kcal_100g":212,"energy_100g":887,"fat_100g":3.03,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d828"),Mung Dhal,mung-beans,8,https://static.openfoodfacts.org/images/products/401/933/944/2104/front_de.5.400.jpg,"{"rating":2.73,"quantity":"500g","energy-kcal_100g":0,"energy_100g":1438,"fat_100g":1.7,"saturated-fat_100g":0.6}"
ObjectId("5eb4a52b8c261c69a007d829"),Haricot mungo,mung-beans,31,https://static.openfoodfacts.org/images/products/885/168/300/0250/front_fr.4.400.jpg,"{"rating":2.65,"quantity":"500 g","energy-kcal_100g":340,"energy_100g":1423,"fat_100g":1,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d82a"),Trevijano, mushroom risotto,mushrooms-risottos,5,https://static.openfoodfacts.org/images/products/841/077/010/0022/front.6.400.jpg,"{"rating":1.66,"quantity":"280 g","energy-kcal_100g":356,"energy_100g":1458,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d82b"),NIGELLA SEEDS - KALONJI,nigella-seeds,30,https://static.openfoodfacts.org/images/products/501/768/901/0225/front_en.4.400.jpg,"{"rating":3.36,"quantity":"100g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d82c"),Pumpkin seed and almond bars,nut-bars,24,https://static.openfoodfacts.org/images/products/505/775/325/5282/front_en.3.400.jpg,"{"rating":4.03,"quantity":"35g","energy-kcal_100g":204,"energy_100g":854,"fat_100g":15.8,"saturated-fat_100g":2.9}"
ObjectId("5eb4a52b8c261c69a007d82d"),Macadamia Hazelnut with Peanuts and Seeds Bar,nut-bars,43,https://static.openfoodfacts.org/images/products/93450669/front_en.11.400.jpg,"{"rating":0.02,"quantity":"45g","energy-kcal_100g":0,"energy_100g":8700,"fat_100g":18.2,"saturated-fat_100g":2.6}"
ObjectId("5eb4a52b8c261c69a007d82e"),NUT AND SEED BUTTER,nut-butters,19,https://static.openfoodfacts.org/images/products/822/646/300/01801/front_fr.3.400.jpg,"{"rating":0.27,"quantity":"737g","energy-kcal_100g":90,"energy_100g":2510,"fat_100g":46.7,"saturated-fat_100g":6.67}"
ObjectId("5eb4a52b8c261c69a007d82f"),Bigs, Simply Salted Pumpkin Seeds,nuts,28,https://static.openfoodfacts.org/images/products/081/601/201/1121/front_en.4.400.jpg,"{"rating":3.04,"quantity":"5 ounces","energy-kcal_100g":622,"energy_100g":2602,"fat_100g":45.95,"saturated-fat_100g":9.46}"
ObjectId("5eb4a52b8c261c69a007d830"),Sunflower seeds,nuts,31,https://static.openfoodfacts.org/images/products/20757076/front_en.3.400.jpg,"{"rating":4.79,"quantity":"100 gr","energy-kcal_100g":0,"energy_100g":584,"fat_100g":51,"saturated-fat_100g":4.9}"
ObjectId("5eb4a52b8c261c69a007d831"),Low Cholesterol Mix,nuts,13,https://static.openfoodfacts.org/images/products/931/505/400/1585/front_en.5.400.jpg,"{"rating":2.23,"quantity":"500g","energy-kcal_100g":0,"energy_100g":2280,"fat_100g":43.6,"saturated-fat_100g":5.5}"
ObjectId("5eb4a52b8c261c69a007d832"),Hemp Seed Blueberry Munch,nuts-cereal-bars,13,https://static.openfoodfacts.org/images/products/933/567/500/0736/front_en.4.400.jpg,"{"rating":1.37,"quantity":"140 g","energy-kcal_100g":0,"energy_100g":2360,"fat_100g":38,"saturated-fat_100g":5.6}"
ObjectId("5eb4a52b8c261c69a007d833"),flocons d'avoine naturel,oat,16,https://static.openfoodfacts.org/images/products/871/039/816/8764/front_fr.40.400.jpg,"{"rating":1.88,"quantity":"324 g","energy-kcal_100g":370,"energy_100g":1557,"fat_100g":7.7,"saturated-fat_100g":1.3}"
ObjectId("5eb4a52b8c261c69a007d834"),Green Canyon: Canadian Maple Syrup,oat,10,https://static.openfoodfacts.org/images/products/40891804/front_en.12.400.jpg,"{"rating":1.73,"quantity":"252 g","energy-kcal_100g":451,"energy_100g":1896,"fat_100g":16,"saturated-fat_100g":6.7}"
ObjectId("5eb4a52b8c261c69a007d835"),Instant Oatmeal,oat,32,https://static.openfoodfacts.org/images/products/955/618/396/0811/front_en.7.400.jpg,"{"rating":0.72,"quantity":"1.2 kg","energy-kcal_100g":399,"energy_100g":1669,"fat_100g":8.2,"saturated-fat_100g":2.4}"
ObjectId("5eb4a52b8c261c69a007d836"),Quick Cooking Rolled Oats,oat,17,https://static.openfoodfacts.org/images/products/003/997/803/3765/front_en.4.400.jpg,"{"rating":3.28,"quantity":"28 oz","energy-kcal_100g":400,"energy_100g":1674,"fat_100g":6.67,"saturated-fat_100g":1.11}"
ObjectId("5eb4a52b8c261c69a007d837"),Old Fashioned 100% Whole Grain Oats,oat,6,https://static.openfoodfacts.org/images/products/001/111/076/6557/front_en.3.400.jpg,"{"rating":3.56,"quantity":"42 oz","energy-kcal_100g":375,"energy_100g":1569,"fat_100g":6.25,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d838"),Quaker Whole Oats,oat,49,https://static.openfoodfacts.org/images/products/629/040/001/3425/front_en.3.400.jpg,"{"rating":3.87,"quantity":"400 g","energy-kcal_100g":392,"energy_100g":1640,"fat_100g":8,"saturated-fat_100g":1.7}"
ObjectId("5eb4a52b8c261c69a007d839"),Pristine Rolled Oats,oat,47,https://static.openfoodfacts.org/images/products/931/643/428/8107/front_en.4.400.jpg,"{"rating":2.4,"quantity":"750 g","energy-kcal_100g":361.9,"energy_100g":4330,"fat_100g":25.7,"saturated-fat_100g":4.86}"
ObjectId("5eb4a52b8c261c69a007d83a"),Masala Oats - Peppy Tomato,oat,47,https://static.openfoodfacts.org/images/products/890/108/806/8741/front_en.4.400.jpg,"{"rating":2.84,"quantity":"39g","energy-kcal_100g":156.8,"energy_100g":1680,"fat_100g":8.21,"saturated-fat_100g":1.54}"
ObjectId("5eb4a52b8c261c69a007d83b"),Quaker Instant Oatmeal,oat,10,https://static.openfoodfacts.org/images/products/955/617/480/2137/front_en.4.400.jpg,"{"rating":3.69,"quantity":"400 g","energy-kcal_100g":379,"energy_100g":1586,"fat_100g":9,"saturated-fat_100g":1.6}"
ObjectId("5eb4a52b8c261c69a007d83c"),Porridge Oat,oat,21,https://static.openfoodfacts.org/images/products/408/860/002/1102/front_en.4.400.jpg,"{"rating":4.83,"quantity":"1kg","energy-kcal_100g":414,"energy_100g":1732,"fat_100g":8.1,"saturated-fat_100g":1.3}"
ObjectId("5eb4a52b8c261c69a007d83d"),Organic hot oatmeal,oat,41,https://static.openfoodfacts.org/images/products/005/844/945/0016/front_en.5.400.jpg,"{"rating":2.29,"quantity":"400 g","energy-kcal_100g":380,"energy_100g":1590,"fat_100g":6,"saturated-fat_100g":1}"
ObjectId("5eb4a52b8c261c69a007d83e"),Köstlich-zarte Vollkorn-Haferflocken,oat,19,https://static.openfoodfacts.org/images/products/29019007/front_de.6.400.jpg,"{"rating":0.28,"quantity":"500 g","energy-kcal_100g":0,"energy_100g":1566,"fat_100g":7,"saturated-fat_100g":1.3}"
ObjectId("5eb4a52b8c261c69a007d83f"),ICA klassiska havregryn,oat,19,https://static.openfoodfacts.org/images/products/731/869/003/4308/front_sv.13.400.jpg,"{"rating":1.59,"quantity":"1.5 kg","energy-kcal_100g":0,"energy_100g":1550,"fat_100g":7,"saturated-fat_100g":1.1}"
ObjectId("5eb4a52b8c261c69a007d840"),Fiberhavregryn,oat,44,https://static.openfoodfacts.org/images/products/731/013/000/6258/front_sv.4.400.jpg,"{"rating":2.54,"quantity":"800 g","energy-kcal_100g":350,"energy_100g":1464,"fat_100g":6.9,"saturated-fat_100g":1.3}"
ObjectId("5eb4a52b8c261c69a007d841"),White Oats,oat,8,https://static.openfoodfacts.org/images/products/060/432/900/7148/front_en.4.400.jpg,"{"rating":3.36,"quantity":"500g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":8.4,"saturated-fat_100g":1.3}"
ObjectId("5eb4a52b8c261c69a007d842"),Gruau rapide,oat,10,https://static.openfoodfacts.org/images/products/006/038/315/9917/front_en.4.400.jpg,"{"rating":3.23,"quantity":"1 kg","energy-kcal_100g":350,"energy_100g":1464,"fat_100g":6.25,"saturated-fat_100g":1}"
ObjectId("5eb4a52b8c261c69a007d843"),Organic porridge oats,oat,48,https://static.openfoodfacts.org/images/products/539/152/177/0042/front_en.3.400.jpg,"{"rating":2.37,"quantity":"1kg","energy-kcal_100g":369,"energy_100g":1544,"fat_100g":6.7,"saturated-fat_100g":1.1}"
ObjectId("5eb4a52b8c261c69a007d844"),Oat Bran - Kazidomi,oat-brans,15,https://static.openfoodfacts.org/images/products/222/500/000/0005/front_en.21.400.jpg,"{"rating":1.13,"quantity":"500g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d845"),Haferflocken zart,oat-flakes,44,https://static.openfoodfacts.org/images/products/438/884/426/5769/front_de.26.400.jpg,"{"rating":3.01,"quantity":"500g","energy-kcal_100g":364,"energy_100g":1523,"fat_100g":6.6,"saturated-fat_100g":1.3}"
ObjectId("5eb4a52b8c261c69a007d846"),Vollkorn Haferflocken (Grob),oat-flakes,31,https://static.openfoodfacts.org/images/products/761/020/001/1435/front_fr.11.400.jpg,"{"rating":4.43,"quantity":"900g","energy-kcal_100g":373,"energy_100g":1561,"fat_100g":7,"saturated-fat_100g":1}"
ObjectId("5eb4a52b8c261c69a007d847"),Copos de Avena,oat-flakes,17,https://static.openfoodfacts.org/images/products/843/701/437/6586/front_fr.4.400.jpg,"{"rating":3.94,"quantity":"500 g","energy-kcal_100g":376,"energy_100g":1573,"fat_100g":6.5,"saturated-fat_100g":1.2}"
ObjectId("5eb4a52b8c261c69a007d848"),Sablé aux Flocons d'Avoine, Canneberges, Yaourt & Graines de Citrouille,oatmeal-cookies,48,https://static.openfoodfacts.org/images/products/065/265/500/0890/front_fr.4.400.jpg,"{"rating":1,"quantity":"175 g e","energy-kcal_100g":386,"energy_100g":1615,"fat_100g":20.7,"saturated-fat_100g":5.7}"
ObjectId("5eb4a52b8c261c69a007d849"),Oat Unsweetened,oat-milks,45,https://static.openfoodfacts.org/images/products/541/118/812/4689/front_en.27.400.jpg,"{"rating":3.71,"quantity":"1l","energy-kcal_100g":40,"energy_100g":167,"fat_100g":1.5,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d84a"),Olej Kokosowy ekologiczny,oil,27,https://static.openfoodfacts.org/images/products/426/035/558/0572/front_pl.12.400.jpg,"{"rating":1.91,"quantity":"400 ml","energy-kcal_100g":819,"energy_100g":3367,"fat_100g":91,"saturated-fat_100g":86}"
ObjectId("5eb4a52b8c261c69a007d84b"),Ziggy marley's, coco' mon, cold-pressed coconut oil, lemon ginger,oils,32,https://static.openfoodfacts.org/images/products/085/970/200/3099/front_en.8.400.jpg,"{"rating":2.44,"quantity":"397 g","energy-kcal_100g":893,"energy_100g":3736,"fat_100g":100,"saturated-fat_100g":78.57}"
ObjectId("5eb4a52b8c261c69a007d84c"),Chia seeds,omega3,13,https://static.openfoodfacts.org/images/products/560/082/620/7628/front_fr.4.400.jpg,"{"rating":1.34,"quantity":"16 oz","energy-kcal_100g":60,"energy_100g":2090,"fat_100g":29.2,"saturated-fat_100g":4.17}"
ObjectId("5eb4a52b8c261c69a007d84d"),Organic Butter Beans,organic,46,https://static.openfoodfacts.org/images/products/539/150/091/6676/front_en.9.400.jpg,"{"rating":4.33,"quantity":"400g","energy-kcal_100g":68,"energy_100g":285,"fat_100g":0.5,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d84e"),Paella valenciana Abricome,paella,33,https://static.openfoodfacts.org/images/products/841/086/700/4868/front_en.17.400.jpg,"{"rating":4.85,"quantity":"380gr.","energy-kcal_100g":743,"energy_100g":3109,"fat_100g":5.3,"saturated-fat_100g":0.8}"
ObjectId("5eb4a52b8c261c69a007d84f"),Graines de pavot,papaver-seeds,9,https://static.openfoodfacts.org/images/products/332/948/816/1254/front_fr.3.400.jpg,"{"rating":4.87,"quantity":"250 g","energy-kcal_100g":513,"energy_100g":2146,"fat_100g":41.6,"saturated-fat_100g":4.5}"
ObjectId("5eb4a52b8c261c69a007d850"),Blaumohn,papaver-seeds,38,https://static.openfoodfacts.org/images/products/400/901/290/0014/front_de.8.400.jpg,"{"rating":1.15,"quantity":"250 g","energy-kcal_100g":518,"energy_100g":2167,"fat_100g":42,"saturated-fat_100g":4.9}"
ObjectId("5eb4a52b8c261c69a007d851"),Semilla de Amapola,papaver-seeds,31,https://static.openfoodfacts.org/images/products/843/654/219/1081/front_es.8.400.jpg,"{"rating":2.06,"quantity":"175 g","energy-kcal_100g":518,"energy_100g":2167,"fat_100g":42.2,"saturated-fat_100g":4.9}"
ObjectId("5eb4a52b8c261c69a007d852"),Maanzaad,papaver-seeds,47,https://static.openfoodfacts.org/images/products/541/107/711/1097/front_nl.12.400.jpg,"{"rating":4.62,"quantity":"200 g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d853"),Paraboiled Long Grain Rice,parboiled-rices,9,https://static.openfoodfacts.org/images/products/20035389/front_en.4.400.jpg,"{"rating":0.41,"quantity":"125g","energy-kcal_100g":359,"energy_100g":1502,"fat_100g":0.3,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d854"),Arroz redondo vaporizado,parboiled-rices,9,https://static.openfoodfacts.org/images/products/848/000/005/0304/front_es.7.400.jpg,"{"rating":2.21,"quantity":"1 kg","energy-kcal_100g":0,"energy_100g":1477,"fat_100g":1.3,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d855"),Riz étuvé,parboiled-rices,19,https://static.openfoodfacts.org/images/products/26038117/front_fr.15.400.jpg,"{"rating":1.58,"quantity":"1 kg","energy-kcal_100g":353,"energy_100g":1477,"fat_100g":1.3,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d856"),Riz de camargue long étuvé,parboiled-rices,24,https://static.openfoodfacts.org/images/products/227/131/000/0006/front_fr.4.400.jpg,"{"rating":4.74,"quantity":"1kg","energy-kcal_100g":353,"energy_100g":1477,"fat_100g":1.3,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d857"),Pitkäjyväinen riisi,parboiled-rices,45,https://static.openfoodfacts.org/images/products/641/571/740/9000/front_fi.4.400.jpg,"{"rating":4.06,"quantity":"1 kg","energy-kcal_100g":351,"energy_100g":1489,"fat_100g":1.2,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d858"),Parboiled Långkornigt ris,parboiled-rices,18,https://static.openfoodfacts.org/images/products/734/001/142/9630/front_sv.9.400.jpg,"{"rating":2.78,"quantity":"2 kg","energy-kcal_100g":386,"energy_100g":1634,"fat_100g":1.6,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d859"),Parboiled-Reis,parboiled-rices,24,https://static.openfoodfacts.org/images/products/431/626/837/4668/front_de.6.400.jpg,"{"rating":3.23,"quantity":"1000g","energy-kcal_100g":350,"energy_100g":1478,"fat_100g":1,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d85a"),Peanut butter with sunflower, pumpkin & flax seeds,peanut-butters,27,https://static.openfoodfacts.org/images/products/501/366/511/3218/front_en.5.400.jpg,"{"rating":0.83,"quantity":"340 g","energy-kcal_100g":0,"energy_100g":2666,"fat_100g":56.4,"saturated-fat_100g":8.7}"
ObjectId("5eb4a52b8c261c69a007d85b"),Petits pois,peas,10,https://static.openfoodfacts.org/images/products/20187866/front_fr.3.400.jpg,"{"rating":1.59,"quantity":"140g","energy-kcal_100g":78,"energy_100g":326,"fat_100g":0.4,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d85c"),Kicher Erbsen,peas,8,https://static.openfoodfacts.org/images/products/308/368/100/3949/front_fr.5.400.jpg,"{"rating":1.38,"quantity":"310g","energy-kcal_100g":120,"energy_100g":502,"fat_100g":2.2,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d85d"),Junge Erbsen,peas,28,https://static.openfoodfacts.org/images/products/308/368/000/4671/front_de.9.400.jpg,"{"rating":4.81,"quantity":"200g","energy-kcal_100g":86,"energy_100g":360,"fat_100g":0.7,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d85e"),Junge Erbsen zart und fein,peas,41,https://static.openfoodfacts.org/images/products/308/368/000/4657/front_de.25.400.jpg,"{"rating":3.06,"quantity":"280 g","energy-kcal_100g":0,"energy_100g":362,"fat_100g":0.7,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d85f"),Petits pois,peas,44,https://static.openfoodfacts.org/images/products/20187866/front_fr.3.400.jpg,"{"rating":0.41,"quantity":"260 g","energy-kcal_100g":90,"energy_100g":377,"fat_100g":0.7,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d860"),Feine Erbsen,peas,46,https://static.openfoodfacts.org/images/products/404/517/800/2469/front_de.4.400.jpg,"{"rating":4.9,"quantity":"350g, 230g","energy-kcal_100g":306,"energy_100g":1280,"fat_100g":0.6,"saturated-fat_100g":0.2}"
